competition_id,candidate,lag_matches,pairs,slope_recent_change,slope_quality,mean_surprise
eng-championship,r1.00-s0.12,10,9058,0.03835096531632285,-0.00940241897428889,-0.0002505553510398872
eng-league-one,level-s0.06-form-s0.07,5,12375,0.007491602427571251,0.0037196954104288965,0.00013127137564353253
eng-league-one,level-s0.06-form-s0.07,10,8785,-0.019244987702456362,0.009832861593390722,0.00015763964811945586
eng-league-one,level-s0.08-form-s0.07,5,12375,0.005680017034488811,-0.0005288520389188184,5.1064301025507483e-05
eng-league-one,level-s0.08-form-s0.07,10,8785,-0.026491291892760015,0.0018894558287273506,-4.918867997938751e-05
eng-league-one,level-s0.08-form-s0.10,5,12375,-0.010671733677610084,-0.003878871290855542,2.662041177624117e-05
eng-league-one,level-s0.08-form-s0.10,10,8785,-0.05120221853502471,-0.0018768184303098036,-8.319776871681603e-05
eng-league-one,r0.85-s0.06,5,12375,0.010652637862055479,0.01528409849473998,0.00045674312955187304
eng-league-one,r0.85-s0.06,10,8785,-0.00619387791053655,0.031852197137494154,0.000870750344403921
eng-league-one,r0.85-s0.09,5,12375,0.012538328982280902,0.011406965483586424,0.00027013111394369476
eng-league-one,r0.85-s0.09,10,8785,-0.014492570666348235,0.023738266254488927,0.000434963222751219
eng-league-one,r0.85-s0.12,5,12375,0.004270624503035205,0.0034731617396426737,0.00011482675383171217
eng-league-one,r0.85-s0.12,10,8785,-0.03342745952097733,0.009165615732248705,0.00010162366643055472
eng-league-one,r0.95-s0.06,5,12375,0.0199733774353086,0.007501398594988535,0.0002777415425594359
eng-league-one,r0.95-s0.06,10,8785,0.0057738801780638635,0.015948016873651896,0.00047851778525784635
eng-league-one,r0.95-s0.09,5,12375,0.02006469221504444,0.0029633724253759486,0.00012056250976010639
eng-league-one,r0.95-s0.09,10,8785,-0.005066220668415669,0.006894181994187702,9.746248324675199e-05
eng-league-one,r0.95-s0.12,5,12375,0.01076181303918281,-0.004671632782647192,-5.20616737245115e-06
eng-league-one,r0.95-s0.12,10,8785,-0.024993916601708566,-0.007041713659565491,-0.00018029935374512624
eng-league-one,r1.00-s0.06,5,12375,0.025696027181087384,0.0034047352218021425,0.00017345343189389953
eng-league-one,r1.00-s0.06,10,8785,0.0121040232723575,0.007829953871564797,0.00023310195246767726
eng-league-one,r1.00-s0.09,5,12375,0.024400730794623394,-0.0012880195534762937,4.025780452184501e-05
eng-league-one,r1.00-s0.09,10,8785,-0.00048166423724994324,-0.001384139923329184,-9.85297607877745e-05
eng-league-one,r1.00-s0.12,5,12375,0.0142823402899327,-0.008707206201432723,-6.653497676577216e-05
eng-league-one,r1.00-s0.12,10,8785,-0.021022762160758844,-0.014907644747966388,-0.0003368691561860424
eng-league-two,level-s0.06-form-s0.07,5,12446,-0.0001056565088882432,-0.017520487375615342,-0.00023202625397944983
eng-league-two,level-s0.06-form-s0.07,10,8846,0.016775756978999284,-0.02569827325105447,-0.00015465489382627897
eng-league-two,level-s0.08-form-s0.07,5,12446,-0.0002842848443198882,-0.02270736089074766,-0.00021398292220773966
eng-league-two,level-s0.08-form-s0.07,10,8846,0.014747207172036604,-0.03817534894978628,-0.0001480388005567746
eng-league-two,level-s0.08-form-s0.10,5,12446,-0.012213294522493395,-0.028768970652404326,-0.00020900353605506235
eng-league-two,level-s0.08-form-s0.10,10,8846,-0.0017021897177658808,-0.0470977205867984,-8.858721205490452e-05
eng-league-two,r0.85-s0.06,5,12446,-0.002263053395112885,-0.00619763376773291,-0.0003053264380810047
eng-league-two,r0.85-s0.06,10,8846,0.021049471793805258,-0.0006383642041754488,-0.00030030697842538777
eng-league-two,r0.85-s0.09,5,12446,0.0042094004484900215,-0.01027995386528326,-0.0002755981602153989
eng-league-two,r0.85-s0.09,10,8846,0.026491085078495357,-0.015348964434417262,-0.0002859284082806204
eng-league-two,r0.85-s0.12,5,12446,0.0001689982988175757,-0.02043836224884423,-0.00026345996699610993
eng-league-two,r0.85-s0.12,10,8846,0.018366265183088194,-0.037548099533870324,-0.0003339692098327284
eng-league-two,r0.95-s0.06,5,12446,0.005245009019960686,-0.012192710992142669,-0.0002819926684858215
eng-league-two,r0.95-s0.06,10,8846,0.02844638012728686,-0.014191030328899719,-0.0002837663282486152
eng-league-two,r0.95-s0.09,5,12446,0.009597849488881286,-0.01751346032366352,-0.00023663532662954694
eng-league-two,r0.95-s0.09,10,8846,0.030081846891164492,-0.030307469110560748,-0.0002537296870694375
eng-league-two,r0.95-s0.12,5,12446,0.0041672188117164695,-0.02750982313163302,-0.0002222674963215746
eng-league-two,r0.95-s0.12,10,8846,0.021944597704138112,-0.05198992717555614,-0.00031625523628693586
eng-league-two,r1.00-s0.06,5,12446,0.009862344781500623,-0.015371995289267882,-0.0002478247116838389
eng-league-two,r1.00-s0.06,10,8846,0.03107172446198404,-0.021051278633899596,-0.0002344705630232801
eng-league-two,r1.00-s0.09,5,12446,0.012472605407554195,-0.021147882004446596,-0.00019922005060545581
eng-league-two,r1.00-s0.09,10,8846,0.030974221132725716,-0.0376984227942674,-0.00020946957968873286
eng-league-two,r1.00-s0.12,5,12446,0.006015460519957201,-0.031010020467638812,-0.00018936375240041935
eng-league-two,r1.00-s0.12,10,8846,0.023246691762444354,-0.0590672747245902,-0.0002916169268016463
